49.674, -2.336, 0
50.397, -2.337, 0
51.130, -2.337, 0
51.874, -2.337, 0
52.628, -2.336, 0
53.394, -2.336, 0
54.170, -2.333, 0
54.958, -2.326, 0
55.758, -2.316, 0
56.569, -2.306, 0
57.391, -2.300, 0
58.226, -2.297, 0
59.073, -2.298, 0
59.932, -2.301, 0
60.804, -2.307, 0
61.688, -2.313, 0
62.586, -2.321, 0
63.496, -2.332, 0
64.420, -2.345, 0
65.357, -2.357, 0
66.307, -2.370, 0
67.272, -2.385, 0
68.250, -2.403, 0
69.243, -2.417, 0
70.250, -2.426, 0
71.272, -2.435, 0
72.309, -2.443, 0
73.360, -2.449, 0
74.427, -2.454, 0
75.510, -2.457, 0
76.608, -2.460, 0
77.723, -2.461, 0
78.853, -2.461, 0
80.000, -2.459, 0
81.164, -2.456, 0
82.344, -2.454, 0
83.542, -2.451, 0
84.757, -2.447, 0
85.990, -2.436, 0
87.241, -2.413, 0
88.510, -2.377, 0
89.797, -2.337, 0
91.103, -2.296, 0
92.428, -2.253, 0
93.773, -2.209, 0
95.137, -2.167, 0
96.520, -2.128, 0
97.924, -2.093, 0
99.349, -2.069, 0
100.794, -2.057, 0
102.260, -2.049, 0
103.747, -2.042, 0
105.256, -2.037, 0
106.787, -2.033, 0
108.340, -2.031, 0
109.916, -2.031, 0
111.515, -2.033, 0
113.137, -2.034, 0
114.783, -2.034, 0
116.452, -2.030, 0
118.146, -2.018, 0
119.865, -2.000, 0
121.608, -1.977, 0
123.377, -1.954, 0
125.171, -1.930, 0
126.992, -1.906, 0
128.839, -1.882, 0
130.713, -1.856, 0
132.615, -1.829, 0
134.543, -1.801, 0
136.500, -1.775, 0
138.486, -1.758, 0
140.500, -1.750, 0
142.544, -1.741, 0
144.617, -1.723, 0
146.721, -1.696, 0
148.855, -1.670, 0
151.020, -1.652, 0
153.217, -1.645, 0
155.445, -1.642, 0
157.706, -1.641, 0
160.000, -1.641, 0
162.327, -1.641, 0
164.688, -1.641, 0
167.084, -1.642, 0
169.514, -1.643, 0
171.980, -1.647, 0
174.481, -1.654, 0
177.019, -1.667, 0
179.594, -1.686, 0
182.206, -1.710, 0
184.856, -1.733, 0
187.545, -1.747, 0
190.273, -1.754, 0
193.041, -1.758, 0
195.849, -1.760, 0
198.697, -1.760, 0
201.587, -1.759, 0
204.520, -1.758, 0
207.494, -1.757, 0
210.512, -1.756, 0
213.574, -1.755, 0
216.681, -1.754, 0
219.833, -1.753, 0
223.030, -1.752, 0
226.274, -1.751, 0
229.565, -1.749, 0
232.905, -1.748, 0
236.292, -1.746, 0
239.729, -1.742, 0
243.216, -1.733, 0
246.754, -1.717, 0
250.343, -1.695, 0
253.984, -1.669, 0
257.678, -1.636, 0
261.426, -1.599, 0
265.229, -1.562, 0
269.087, -1.526, 0
273.001, -1.494, 0
276.972, -1.460, 0
281.000, -1.423, 0
285.088, -1.378, 0
289.234, -1.330, 0
293.441, -1.281, 0
297.710, -1.230, 0
302.040, -1.179, 0
306.433, -1.129, 0
310.890, -1.080, 0
315.412, -1.029, 0
320.000, -0.976, 0
324.655, -0.924, 0
329.377, -0.874, 0
334.168, -0.828, 0
339.028, -0.782, 0
343.959, -0.737, 0
348.962, -0.696, 0
354.038, -0.659, 0
359.188, -0.625, 0
364.412, -0.598, 0
369.713, -0.572, 0
375.090, -0.546, 0
380.546, -0.525, 0
386.081, -0.507, 0
391.697, -0.492, 0
397.395, -0.482, 0
403.175, -0.473, 0
409.039, -0.463, 0
414.989, -0.450, 0
421.025, -0.435, 0
427.149, -0.418, 0
433.362, -0.399, 0
439.665, -0.376, 0
446.060, -0.349, 0
452.548, -0.318, 0
459.131, -0.285, 0
465.809, -0.249, 0
472.584, -0.207, 0
479.458, -0.159, 0
486.432, -0.107, 0
493.507, -0.054, 0
500.686, -0.000, 0
507.968, 0.053, 0
515.357, 0.106, 0
522.853, 0.155, 0
530.458, 0.203, 0
538.174, 0.252, 0
546.002, 0.301, 0
553.943, 0.351, 0
562.001, 0.397, 0
570.175, 0.434, 0
578.469, 0.461, 0
586.883, 0.481, 0
595.419, 0.491, 0
604.080, 0.495, 0
612.866, 0.510, 0
621.780, 0.551, 0
630.824, 0.598, 0
640.000, 0.630, 0
649.309, 0.654, 0
658.753, 0.674, 0
668.335, 0.697, 0
678.056, 0.722, 0
687.919, 0.750, 0
697.925, 0.786, 0
708.076, 0.832, 0
718.376, 0.885, 0
728.825, 0.943, 0
739.426, 1.004, 0
750.181, 1.062, 0
761.093, 1.113, 0
772.163, 1.157, 0
783.394, 1.200, 0
794.789, 1.241, 0
806.349, 1.282, 0
818.078, 1.324, 0
829.977, 1.367, 0
842.050, 1.410, 0
854.297, 1.454, 0
866.724, 1.498, 0
879.330, 1.542, 0
892.120, 1.582, 0
905.097, 1.619, 0
918.262, 1.654, 0
931.618, 1.688, 0
945.169, 1.718, 0
958.917, 1.743, 0
972.864, 1.762, 0
987.015, 1.778, 0
1001.371, 1.800, 0
1015.937, 1.825, 0
1030.714, 1.855, 0
1045.706, 1.890, 0
1060.916, 1.926, 0
1076.347, 1.963, 0
1092.003, 2.001, 0
1107.887, 2.045, 0
1124.001, 2.093, 0
1140.350, 2.148, 0
1156.937, 2.211, 0
1173.765, 2.281, 0
1190.838, 2.349, 0
1208.159, 2.432, 0
1225.732, 2.540, 0
1243.561, 2.661, 0
1261.649, 2.783, 0
1280.000, 2.906, 0
1298.618, 3.025, 0
1317.507, 3.141, 0
1336.670, 3.266, 0
1356.113, 3.406, 0
1375.838, 3.548, 0
1395.850, 3.679, 0
1416.153, 3.806, 0
1436.751, 3.928, 0
1457.649, 4.054, 0
1478.851, 4.190, 0
1500.362, 4.334, 0
1522.185, 4.483, 0
1544.326, 4.636, 0
1566.789, 4.793, 0
1589.578, 4.954, 0
1612.699, 5.115, 0
1636.156, 5.264, 0
1659.955, 5.406, 0
1684.099, 5.552, 0
1708.595, 5.715, 0
1733.447, 5.894, 0
1758.661, 6.076, 0
1784.241, 6.259, 0
1810.193, 6.444, 0
1836.523, 6.634, 0
1863.236, 6.829, 0
1890.338, 7.026, 0
1917.833, 7.224, 0
1945.729, 7.417, 0
1974.030, 7.608, 0
2002.743, 7.803, 0
2031.873, 8.009, 0
2061.428, 8.233, 0
2091.412, 8.468, 0
2121.832, 8.709, 0
2152.695, 8.968, 0
2184.007, 9.288, 0
2215.774, 9.627, 0
2248.003, 9.915, 0
2280.701, 10.159, 0
2313.874, 10.385, 0
2347.530, 10.607, 0
2381.676, 10.830, 0
2416.318, 11.053, 0
2451.464, 11.269, 0
2487.122, 11.467, 0
2523.298, 11.638, 0
2560.000, 11.765, 0
2597.236, 11.861, 0
2635.014, 11.950, 0
2673.341, 12.040, 0
2712.226, 12.135, 0
2751.676, 12.239, 0
2791.700, 12.355, 0
2832.306, 12.475, 0
2873.503, 12.578, 0
2915.299, 12.658, 0
2957.703, 12.722, 0
3000.724, 12.782, 0
3044.370, 12.832, 0
3088.652, 12.869, 0
3133.577, 12.887, 0
3179.156, 12.875, 0
3225.398, 12.837, 0
3272.312, 12.774, 0
3319.909, 12.698, 0
3368.198, 12.616, 0
3417.190, 12.528, 0
3466.894, 12.437, 0
3517.321, 12.343, 0
3568.482, 12.242, 0
3620.387, 12.136, 0
3673.046, 12.030, 0
3726.472, 11.926, 0
3780.675, 11.822, 0
3835.666, 11.712, 0
3891.457, 11.589, 0
3948.060, 11.445, 0
4005.486, 11.289, 0
4063.747, 11.145, 0
4122.855, 11.025, 0
4182.824, 10.908, 0
4243.664, 10.784, 0
4305.390, 10.653, 0
4368.013, 10.523, 0
4431.547, 10.397, 0
4496.005, 10.275, 0
4561.401, 10.156, 0
4627.749, 10.035, 0
4695.061, 9.910, 0
4763.352, 9.783, 0
4832.637, 9.664, 0
4902.929, 9.562, 0
4974.244, 9.468, 0
5046.596, 9.373, 0
5120.000, 9.278, 0
5194.472, 9.182, 0
5270.027, 9.086, 0
5346.682, 8.990, 0
5424.451, 8.896, 0
5503.352, 8.803, 0
5583.399, 8.715, 0
5664.612, 8.638, 0
5747.006, 8.571, 0
5830.598, 8.506, 0
5915.406, 8.438, 0
6001.447, 8.368, 0
6088.740, 8.292, 0
6177.303, 8.212, 0
6267.154, 8.129, 0
6358.312, 8.042, 0
6450.796, 7.944, 0
6544.625, 7.836, 0
6639.818, 7.728, 0
6736.397, 7.620, 0
6834.380, 7.504, 0
6933.789, 7.370, 0
7034.643, 7.221, 0
7136.964, 7.068, 0
7240.773, 6.909, 0
7346.093, 6.740, 0
7452.944, 6.559, 0
7561.350, 6.368, 0
7671.332, 6.171, 0
7782.915, 5.988, 0
7896.120, 5.817, 0
8010.971, 5.624, 0
8127.493, 5.425, 0
8245.711, 5.258, 0
8365.647, 5.127, 0
8487.328, 4.983, 0
8610.779, 4.817, 0
8736.026, 4.628, 0
8863.095, 4.448, 0
8992.011, 4.288, 0
9122.803, 4.102, 0
9255.497, 3.898, 0
9390.121, 3.714, 0
9526.704, 3.544, 0
9665.273, 3.369, 0
9805.857, 3.184, 0
9948.487, 2.989, 0
10093.191, 2.761, 0
10240.000, 2.499, 0
10388.944, 2.220, 0
10540.055, 1.935, 0
10693.363, 1.649, 0
10848.902, 1.373, 0
11006.703, 1.105, 0
11166.799, 0.816, 0
11329.224, 0.452, 0
11494.012, 0.067, 0
11661.195, -0.280, 0
11830.812, -0.581, 0
12002.895, -0.855, 0
12177.480, -1.145, 0
12354.606, -1.407, 0
12534.309, -1.579, 0
12716.624, -1.719, 0
12901.592, -1.857, 0
13089.250, -2.000, 0
13279.637, -2.146, 0
13472.794, -2.294, 0
13668.760, -2.446, 0
13867.577, -2.607, 0
14069.285, -2.776, 0
14273.928, -2.959, 0
14481.547, -3.177, 0
14692.186, -3.433, 0
14905.889, -3.766, 0
15122.700, -4.177, 0
15342.664, -4.594, 0
15565.829, -5.041, 0
15792.239, -5.584, 0
16021.942, -6.183, 0
16254.986, -6.785, 0
16491.422, -7.394, 0
16731.295, -8.058, 0
16974.656, -8.773, 0
17221.559, -9.374, 0
17472.053, -9.777, 0
17726.189, -9.948, 0
17984.021, -9.958, 0
18245.605, -9.800, 0
18510.994, -9.387, 0
18780.242, -8.685, 0
19053.408, -7.764, 0
19330.547, -6.660, 0
19611.715, -5.663, 0
19896.975, -4.846, 0
