10.145, -1.966, 0
10.293, -1.968, 0
10.443, -1.972, 0
10.595, -1.976, 0
10.749, -1.979, 0
10.905, -1.983, 0
11.064, -1.986, 0
11.225, -1.990, 0
11.388, -1.994, 0
11.554, -1.998, 0
11.722, -2.001, 0
11.892, -2.005, 0
12.065, -2.009, 0
12.241, -2.013, 0
12.419, -2.017, 0
12.599, -2.022, 0
12.782, -2.026, 0
12.968, -2.030, 0
13.157, -2.034, 0
13.348, -2.039, 0
13.543, -2.043, 0
13.740, -2.048, 0
13.939, -2.052, 0
14.142, -2.057, 0
14.348, -2.062, 0
14.557, -2.067, 0
14.768, -2.071, 0
14.983, -2.076, 0
15.201, -2.081, 0
15.422, -2.087, 0
15.646, -2.092, 0
15.874, -2.097, 0
16.105, -2.103, 0
16.339, -2.108, 0
16.577, -2.113, 0
16.818, -2.119, 0
17.063, -2.124, 0
17.311, -2.130, 0
17.563, -2.136, 0
17.818, -2.142, 0
18.077, -2.148, 0
18.340, -2.154, 0
18.607, -2.160, 0
18.877, -2.166, 0
19.152, -2.172, 0
19.431, -2.179, 0
19.713, -2.186, 0
20.000, -2.194, 0
20.291, -2.206, 0
20.586, -2.224, 0
20.885, -2.250, 0
21.189, -2.274, 0
21.497, -2.290, 0
21.810, -2.299, 0
22.127, -2.304, 0
22.449, -2.311, 0
22.776, -2.320, 0
23.107, -2.331, 0
23.443, -2.345, 0
23.784, -2.362, 0
24.130, -2.383, 0
24.481, -2.399, 0
24.837, -2.408, 0
25.198, -2.412, 0
25.565, -2.414, 0
25.937, -2.416, 0
26.314, -2.417, 0
26.697, -2.418, 0
27.085, -2.418, 0
27.479, -2.416, 0
27.879, -2.411, 0
28.284, -2.406, 0
28.696, -2.399, 0
29.113, -2.393, 0
29.537, -2.387, 0
29.966, -2.380, 0
30.402, -2.372, 0
30.844, -2.362, 0
31.293, -2.351, 0
31.748, -2.340, 0
32.210, -2.330, 0
32.678, -2.319, 0
33.154, -2.309, 0
33.636, -2.298, 0
34.125, -2.283, 0
34.621, -2.261, 0
35.125, -2.234, 0
35.636, -2.206, 0
36.154, -2.180, 0
36.680, -2.160, 0
37.214, -2.149, 0
37.755, -2.149, 0
38.304, -2.153, 0
38.861, -2.160, 0
39.427, -2.170, 0
40.000, -2.184, 0
40.582, -2.201, 0
41.172, -2.221, 0
41.771, -2.242, 0
42.379, -2.261, 0
42.995, -2.278, 0
43.620, -2.294, 0
44.255, -2.305, 0
44.898, -2.311, 0
45.552, -2.315, 0
46.214, -2.318, 0
46.886, -2.322, 0
47.568, -2.325, 0
48.260, -2.329, 0
48.962, -2.333, 0
